AnimalID,OutcomeType,OutcomeSubtype,AnimalType,SexuponOutcome,AgeuponOutcome,Breed,Color
A697776,Adoption,,Cat,Neutered Male,2 years,Domestic Shorthair Mix,White/Orange Tabby
A678082,Return_to_owner,,Dog,Spayed Female,2 years,German Shepherd Mix,Sable
A596406,Adoption,,Dog,Spayed Female,4 years,Labrador Retriever,Black
A683768,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Brown Tabby
A665975,Adoption,,Dog,Spayed Female,5 years,Catahoula,Blue Merle/White
A678830,Transfer,Partner,Cat,Unknown,3 weeks,Domestic Shorthair Mix,Black
A698188,Transfer,Partner,Dog,Intact Male,6 days,Rat Terrier Mix,White
A717947,Adoption,,Dog,Neutered Male,4 months,Cairn Terrier Mix,White/Buff
A670320,Adoption,,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Orange Tabby
A707364,Adoption,,Cat,Intact Male,1 month,Domestic Shorthair Mix,Brown Tabby/White
A716250,Adoption,,Dog,Spayed Female,1 year,Staffordshire Mix,Black/White
A709846,Adoption,,Dog,Neutered Male,2 years,Australian Shepherd Mix,Black/White
A701186,Euthanasia,Suffering,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Brown Tabby
A703273,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Orange Tabby/White
A664489,Adoption,Foster,Dog,Spayed Female,2 months,Labrador Retriever Mix,Black/White
A683809,Transfer,Partner,Cat,Intact Male,2 years,Manx Mix,Black
A696632,Return_to_owner,,Dog,Intact Male,1 year,English Bulldog,Sable/White
A712512,Return_to_owner,,Cat,Intact Female,10 years,Siamese Mix,Seal Point/Brown
A698827,Adoption,,Dog,Neutered Male,5 months,Dachshund/Chihuahua Shorthair,Red
A718550,Return_to_owner,,Dog,Spayed Female,11 years,Rat Terrier Mix,White/Brown
A703478,Return_to_owner,,Dog,Neutered Male,2 years,German Shepherd Mix,Brown/Black
A710317,Return_to_owner,,Dog,Spayed Female,6 years,German Shepherd Mix,Black
A672214,Transfer,Partner,Dog,Spayed Female,1 year,Labrador Retriever/Border Collie,White/Black
A691544,Transfer,Partner,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Blue Tabby
A715732,Adoption,,Cat,Neutered Male,3 months,Domestic Medium Hair Mix,Orange/White
A701606,Adoption,,Dog,Neutered Male,1 year,Siberian Husky,Black/White
A634845,Adoption,,Dog,Neutered Male,3 years,Pit Bull Mix,Brown Brindle/White
A705361,Transfer,SCRP,Cat,Intact Male,1 year,Domestic Shorthair Mix,Brown Tabby
A716381,Transfer,Partner,Dog,Intact Female,2 years,Great Pyrenees Mix,White
A665938,Transfer,Partner,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Black/White
A679478,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Tortie
A671917,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby/White
A712991,Adoption,Foster,Dog,Spayed Female,1 year,Finnish Spitz Mix,Black
A665909,Adoption,,Dog,Neutered Male,1 year,Miniature Pinscher Mix,Black/Tan
A688863,Adoption,,Dog,Neutered Male,1 year,Pit Bull Mix,Black/White
A701504,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Medium Hair Mix,Brown Tabby/White
A664629,Transfer,Partner,Cat,Intact Male,1 weeks,Domestic Medium Hair Mix,Orange Tabby
A704670,Adoption,Foster,Dog,Spayed Female,3 years,Dachshund Wirehair Mix,Black/Tan
A691357,Transfer,Partner,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Orange Tabby/White
A664181,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Orange Tabby
A669709,Return_to_owner,,Dog,Intact Female,2 years,Australian Cattle Dog Mix,Blue Merle/White
A689294,Adoption,,Dog,Neutered Male,1 year,Dachshund Longhair/Cairn Terrier,Black/White
A659967,Adoption,,Cat,Spayed Female,3 years,Domestic Shorthair Mix,Tortie
A691382,Adoption,,Dog,Neutered Male,10 years,Labrador Retriever,Black
A718151,Transfer,Partner,Dog,Spayed Female,1 month,Boxer/Harrier,Tricolor
A690419,Transfer,Partner,Dog,Neutered Male,4 years,Jack Russell Terrier,White/Tan
A710158,Transfer,Partner,Dog,Neutered Male,3 months,Labrador Retriever Mix,Brown/White
A712651,Transfer,Partner,Dog,Spayed Female,4 years,Dachshund Mix,Blue Merle/Tan
A694309,Transfer,Partner,Dog,Intact Female,2 days,Pit Bull Mix,Chocolate/White
A678569,Transfer,Partner,Cat,Intact Female,1 month,Domestic Shorthair Mix,Brown Tabby/White
A689398,Adoption,,Dog,Neutered Male,2 years,American Bulldog Mix,Black/White
A672472,Adoption,,Cat,Neutered Male,5 months,Domestic Shorthair Mix,Brown Tabby
A718986,Return_to_owner,,Dog,Spayed Female,4 years,Labrador Retriever Mix,Red
A703506,Adoption,,Dog,Spayed Female,1 year,Pit Bull Mix,Brown Brindle
A688543,Transfer,Partner,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black
A719507,Transfer,Partner,Cat,Spayed Female,10 months,Domestic Shorthair Mix,Black
A706221,Transfer,Partner,Cat,Intact Male,1 month,Domestic Longhair Mix,Black
A662378,Adoption,Foster,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Blue Tabby
A673314,Return_to_owner,,Dog,Spayed Female,7 years,Labrador Retriever/Pit Bull,Brown
A663954,Return_to_owner,,Dog,Neutered Male,1 year,Pit Bull Mix,White/Brown
A713338,Transfer,SCRP,Cat,Intact Male,1 year,Domestic Shorthair Mix,Brown Tabby
A698943,Adoption,,Dog,Neutered Male,1 year,Dachshund/Chihuahua Shorthair,Red
A697744,Transfer,Partner,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Orange Tabby
A659891,Adoption,,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,Black/White
A676781,Adoption,,Dog,Spayed Female,1 year,Chihuahua Shorthair/Jack Russell Terrier,Tan/White
A710435,Euthanasia,Suffering,Cat,Neutered Male,12 years,Domestic Shorthair Mix,Brown Tabby
A680348,Transfer,Partner,Cat,Intact Female,1 month,Domestic Medium Hair Mix,Orange Tabby
A684035,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Brown Tabby
A666712,Transfer,Partner,Cat,Intact Male,1 month,Domestic Shorthair Mix,Brown Tabby/White
A699598,Transfer,SCRP,Cat,Unknown,5 months,Domestic Shorthair Mix,Brown Tabby/White
A666931,Transfer,Partner,Dog,Neutered Male,2 years,Pit Bull Mix,Black/White
A690676,Adoption,,Dog,Spayed Female,2 years,American Staffordshire Terrier Mix,Black/White
A666058,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby
A702079,Euthanasia,Suffering,Dog,Intact Male,7 years,Carolina Dog Mix,Red
A670784,Adoption,,Dog,Neutered Male,1 year,Siberian Husky Mix,Black/White
A672019,Adoption,,Dog,Spayed Female,1 year,American Staffordshire Terrier Mix,Black/White
A675695,Return_to_owner,,Dog,Neutered Male,2 years,Siberian Husky Mix,White/Brown
A632870,Return_to_owner,,Dog,Neutered Male,6 years,Maltese/Yorkshire,Cream
A702622,Adoption,,Dog,Neutered Male,3 years,German Shepherd Mix,Red/Black
A676757,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Black
A676539,Transfer,Partner,Dog,Intact Male,4 months,Catahoula/Plott Hound,Brown Brindle/White
A689529,Transfer,Partner,Dog,Intact Male,3 months,Boxer Mix,Tan/White
A692687,Adoption,,Dog,Spayed Female,11 months,Italian Greyhound Mix,Buff
A683662,Transfer,SCRP,Cat,Intact Female,4 months,Domestic Shorthair Mix,Torbie/White
A710942,Transfer,SCRP,Cat,Intact Male,10 months,Domestic Shorthair Mix,Brown Tabby/White
A715770,Return_to_owner,,Dog,Spayed Female,9 years,Chihuahua Shorthair Mix,Black/Tan
A698119,Transfer,Partner,Dog,Unknown,6 days,Labrador Retriever Mix,Brown
A697579,Adoption,,Dog,Neutered Male,1 year,Labrador Retriever/Jack Russell Terrier,Black/White
A705939,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Black/White
A605170,Return_to_owner,,Cat,Neutered Male,3 years,Domestic Shorthair Mix,White
A717777,Return_to_owner,,Dog,Intact Male,6 months,Leonberger,Brown/Black
A717127,Adoption,,Dog,Neutered Male,9 months,Boxer Mix,Brown/Black
A707175,Transfer,Partner,Dog,Neutered Male,1 year,Australian Cattle Dog Mix,White/Black
A706134,Euthanasia,Suffering,Cat,Intact Female,1 month,Siamese Mix,Blue Point
A696993,Adoption,Foster,Dog,Spayed Female,6 years,Miniature Poodle Mix,White
A563492,Adoption,Foster,Dog,Neutered Male,5 years,Chihuahua Shorthair Mix,Tan
A717069,Adoption,,Dog,Neutered Male,2 years,Boxer/Labrador Retriever,Tan/White
A705353,Transfer,Partner,Cat,Unknown,3 days,Domestic Shorthair Mix,Black
A713988,Return_to_owner,,Dog,Spayed Female,7 years,Dachshund Wirehair/Chihuahua Shorthair,Tan/White
A703925,Transfer,Partner,Cat,Unknown,2 days,Domestic Shorthair Mix,White/Blue Tabby
A686785,Transfer,Partner,Dog,Intact Male,2 years,Queensland Heeler Mix,Black/White
A688196,Euthanasia,Suffering,Dog,Neutered Male,9 years,Jack Russell Terrier Mix,Chocolate/White
A673903,Transfer,Partner,Dog,Intact Male,1 month,Cocker Spaniel Mix,White/Buff
A691191,Return_to_owner,,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,Brown
A707324,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Blue Tabby/Tan
A670895,Adoption,,Dog,Neutered Male,1 year,Skye Terrier/Miniature Poodle,White
A666479,Adoption,Offsite,Cat,Spayed Female,2 months,Domestic Shorthair Mix,White/Orange
A689792,Transfer,Partner,Dog,Spayed Female,1 year,Black Mouth Cur Mix,Tan
A595363,Adoption,,Dog,Spayed Female,5 years,Dachshund/Chihuahua Shorthair,Brown
A680111,Return_to_owner,,Dog,Neutered Male,4 years,Pit Bull Mix,Tan
A671399,Return_to_owner,,Dog,Neutered Male,3 years,Pit Bull Mix,White/Black
A719550,Adoption,,Dog,Spayed Female,9 months,German Shepherd Mix,Brown/Tan
A577832,Return_to_owner,,Cat,Neutered Male,4 years,Domestic Shorthair Mix,Orange Tabby/White
A657415,Return_to_owner,,Dog,Spayed Female,2 years,Bull Terrier Mix,White
A690961,Adoption,,Dog,Spayed Female,2 months,German Shepherd/Catahoula,Tan/Black
A668772,Adoption,,Dog,Neutered Male,6 months,German Shepherd Mix,Black/Tan
A693099,Adoption,,Cat,Neutered Male,5 months,Domestic Medium Hair Mix,Brown Tabby
A707744,Transfer,Partner,Dog,Intact Female,2 months,Great Pyrenees/Labrador Retriever,White
A704075,Return_to_owner,,Dog,Spayed Female,1 year,Labrador Retriever/Great Pyrenees,White
A701605,Adoption,Foster,Cat,Spayed Female,5 months,Domestic Shorthair Mix,Black
A705383,Adoption,,Dog,Spayed Female,5 months,Cocker Spaniel/Chihuahua Longhair,Buff
A700383,Transfer,Partner,Dog,Neutered Male,2 years,Dachshund Mix,Red
A582082,Return_to_owner,,Dog,Neutered Male,5 years,Dachshund/Manchester Terrier,Black/Tricolor
A683892,Adoption,,Dog,Spayed Female,7 months,Queensland Heeler/Border Collie,Black/White
A642922,Return_to_owner,,Dog,Neutered Male,3 years,Blue Lacy/Great Dane,Tan/White
A720680,Died,In Kennel,Cat,Spayed Female,10 years,Domestic Shorthair Mix,Tortie
A686565,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Black/White
A694639,Transfer,Partner,Dog,Intact Male,1 year,Pit Bull Mix,Brown/White
A661878,Adoption,Foster,Dog,Neutered Male,6 years,Chihuahua Shorthair Mix,Tricolor
A713050,Transfer,Partner,Cat,Unknown,1 weeks,Domestic Shorthair Mix,Brown Tabby
A678092,Adoption,,Cat,Spayed Female,1 month,Domestic Shorthair Mix,White/Orange Tabby
A674943,Transfer,Partner,Cat,Intact Female,1 day,Domestic Shorthair Mix,Torbie
A674771,Return_to_owner,,Dog,Intact Female,5 years,Chihuahua Shorthair Mix,Tricolor
A681773,Adoption,Foster,Cat,Neutered Male,3 months,Domestic Medium Hair Mix,White/Blue
A710168,Adoption,Foster,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Brown Tabby/White
A689998,Adoption,,Cat,Spayed Female,1 month,Domestic Shorthair Mix,Brown Tabby
A681472,Transfer,Partner,Cat,Intact Female,1 month,Domestic Shorthair Mix,Tortie
A666845,Return_to_owner,,Dog,Neutered Male,1 year,Miniature Poodle Mix,White
A680679,Return_to_owner,,Dog,Spayed Female,6 years,Chihuahua Shorthair Mix,White/Brown
A530589,Return_to_owner,,Dog,Spayed Female,13 years,Labrador Retriever Mix,Black
A649685,Adoption,Foster,Dog,Neutered Male,3 years,Chihuahua Shorthair Mix,Brown
A695404,Adoption,Offsite,Dog,Spayed Female,2 months,Rottweiler/German Shepherd,Sable
A717665,Return_to_owner,,Dog,Neutered Male,8 years,Boxer/Chinese Sharpei,Brown Brindle/Black
A718607,Transfer,Partner,Cat,Intact Male,2 years,Domestic Shorthair Mix,White/Blue Tabby
A682686,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Brown Tabby
A687441,Return_to_owner,,Dog,Neutered Male,3 years,English Bulldog Mix,Brown/White
A720563,Adoption,,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,Tan
A701479,Transfer,Partner,Cat,Intact Female,1 week,Domestic Shorthair Mix,Calico
A686149,Transfer,Partner,Dog,Neutered Male,5 years,Shih Tzu Mix,Black/White
A673087,Adoption,,Dog,Spayed Female,2 years,Yorkshire Terrier Mix,Brown/Black
A703333,Transfer,Partner,Cat,Unknown,3 weeks,Domestic Shorthair Mix,Black
A699232,Adoption,,Dog,Spayed Female,2 years,Labrador Retriever Mix,Black
A704676,Adoption,Foster,Dog,Spayed Female,2 months,Dachshund Wirehair/Miniature Poodle,Yellow
A663299,Euthanasia,Aggressive,Dog,Neutered Male,4 years,Pit Bull Mix,Brown Brindle/White
A704354,Transfer,Partner,Cat,Intact Female,3 months,Domestic Medium Hair Mix,Blue
A656893,Transfer,Partner,Cat,Spayed Female,2 years,Domestic Medium Hair Mix,Orange Tabby
A681592,Adoption,,Dog,Spayed Female,3 years,English Coonhound/Italian Greyhound,Brown Brindle/White
A689527,Transfer,Partner,Dog,Intact Male,5 months,Great Pyrenees Mix,White
A705641,Transfer,Partner,Cat,Unknown,1 week,Domestic Shorthair Mix,Black/White
A679107,Transfer,SCRP,Cat,Neutered Male,1 year,Domestic Longhair Mix,Orange Tabby
A717606,Adoption,,Dog,Spayed Female,3 months,Wire Hair Fox Terrier Mix,White/White
A686866,Adoption,,Dog,Neutered Male,7 months,Chihuahua Shorthair Mix,Tan
A699801,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Medium Hair,Blue Tabby
A667242,Adoption,,Dog,Spayed Female,2 years,Schipperke Mix,Black
A688133,Return_to_owner,,Dog,Spayed Female,2 years,Pit Bull Mix,Black/White
A702838,Adoption,Foster,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Brown Tabby/White
A700308,Adoption,Foster,Cat,Spayed Female,6 months,Domestic Shorthair Mix,Black/White
A685583,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Orange Tabby/White
A708086,Transfer,SCRP,Cat,Unknown,2 years,Domestic Shorthair Mix,Brown Tabby
A713156,Transfer,Partner,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Orange Tabby/White
A707697,Transfer,SCRP,Cat,Unknown,1 year,Domestic Medium Hair Mix,Brown Tabby
A704970,Transfer,Partner,Cat,Unknown,4 weeks,Domestic Shorthair Mix,Brown Tabby/White
A692788,Transfer,Partner,Cat,Intact Male,1 weeks,Domestic Shorthair Mix,Black Smoke/White
A707958,Transfer,Partner,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,Tan
A694006,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Blue
A700278,Adoption,Offsite,Dog,Neutered Male,1 month,Labrador Retriever/Australian Cattle Dog,Tan/White
A669581,Transfer,Partner,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,Tan/Red
A693363,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Blue/White
A616584,Adoption,,Dog,Neutered Male,1 year,Pit Bull Mix,White/Black
A689251,Return_to_owner,,Dog,Neutered Male,2 years,Pit Bull Mix,Blue/White
A708723,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Calico
A693639,Return_to_owner,,Dog,Spayed Female,7 years,Pit Bull Mix,Brown Brindle/White
A666329,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby
A663320,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby
A696046,Transfer,Partner,Cat,Neutered Male,3 years,Domestic Shorthair Mix,Brown Tabby/White
A670264,Adoption,,Cat,Spayed Female,2 years,Angora Mix,Blue
A689746,Adoption,,Dog,Spayed Female,8 months,Pit Bull Mix,White/Tan
A685421,Euthanasia,Suffering,Cat,Spayed Female,8 years,Domestic Shorthair Mix,Calico
A683803,Adoption,,Dog,Neutered Male,6 months,Border Collie/Great Pyrenees,Black/White
A666065,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby/White
A685250,Transfer,Partner,Cat,Intact Female,2 weeks,Siamese Mix,Lilac Point
A673911,Return_to_owner,,Dog,Neutered Male,1 year,Dachshund Longhair/Australian Shepherd,Tricolor
A705326,Return_to_owner,,Dog,Spayed Female,2 years,Pit Bull Mix,Blue/White
A710031,Transfer,Partner,Dog,Spayed Female,2 months,Labrador Retriever/Pit Bull,Black/White
A701809,Transfer,Partner,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Brown Tabby
A678251,Adoption,,Dog,Neutered Male,4 years,Chihuahua Shorthair Mix,Tricolor
A639465,Return_to_owner,,Dog,Intact Male,14 years,Keeshond Mix,Sable
A688759,Transfer,Partner,Cat,Intact Male,1 weeks,Domestic Shorthair Mix,Black/White
A695786,Adoption,,Cat,Neutered Male,4 months,Domestic Shorthair,Brown Tabby/White
A685149,Adoption,,Cat,Neutered Male,8 months,Domestic Shorthair Mix,Orange Tabby/White
A702141,Transfer,Partner,Dog,Neutered Male,1 year,Alaskan Husky/Australian Shepherd,Black/Tan
A675578,Transfer,Partner,Dog,Intact Male,1 month,Pit Bull Mix,Brown Brindle/White
A709985,Adoption,,Cat,Spayed Female,2 months,Domestic Longhair Mix,Black/White
A519888,Euthanasia,Aggressive,Dog,Neutered Male,6 years,Labrador Retriever/Beagle,Tan/Black
A702249,Return_to_owner,,Dog,Spayed Female,3 years,Pit Bull Mix,Black/White
A688658,Euthanasia,Suffering,Cat,Intact Male,1 month,Domestic Shorthair Mix,Blue Tabby/White
A633870,Transfer,Partner,Dog,Spayed Female,3 years,Blue Lacy Mix,Tan
A700221,Return_to_owner,,Dog,Spayed Female,7 years,Dalmatian Mix,White/Black
A694995,Transfer,SCRP,Cat,Unknown,3 months,Domestic Shorthair Mix,Black
A689734,Return_to_owner,,Dog,Intact Female,1 year,American Bulldog Mix,Black/White
A695671,Transfer,Partner,Cat,Neutered Male,5 years,Domestic Shorthair Mix,Brown Tabby/White
A684937,Return_to_owner,,Dog,Neutered Male,1 year,Pit Bull Mix,Tan
A549639,Return_to_owner,,Dog,Spayed Female,5 years,Pit Bull Mix,Brown/White
A689945,Transfer,Partner,Dog,Spayed Female,2 years,Pit Bull Mix,Brown/White
A689869,Adoption,,Dog,Neutered Male,2 years,Cairn Terrier Mix,Buff/White
A678073,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Longhair Mix,Blue
A681567,Adoption,Foster,Dog,Spayed Female,2 years,Dachshund Mix,Red
A694000,Adoption,,Dog,Neutered Male,4 years,Beagle/Chihuahua Shorthair,Tan/White
A693790,Adoption,Foster,Dog,Spayed Female,1 month,Labrador Retriever Mix,White/Cream
A685704,Adoption,,Cat,Spayed Female,8 years,Domestic Shorthair Mix,Gray
A693387,Died,In Kennel,Cat,Neutered Male,10 years,Siamese Mix,Flame Point
A691279,Transfer,Partner,Cat,Intact Female,2 months,Domestic Shorthair Mix,Black
A665568,Transfer,Partner,Dog,Neutered Male,2 months,Chihuahua Shorthair,Black
A679853,Transfer,Partner,Cat,Neutered Male,2 months,Domestic Medium Hair Mix,Brown Tabby
A700332,Return_to_owner,,Dog,Unknown,1 year,Dachshund,Brown/Black
A672451,Return_to_owner,,Dog,Neutered Male,5 years,German Shepherd Mix,Black/Tan
A691952,Transfer,Partner,Cat,Intact Female,2 months,Russian Blue Mix,Blue
A575839,Adoption,,Cat,Spayed Female,4 years,Domestic Shorthair Mix,Tortie
A669598,Adoption,,Cat,Intact Male,6 months,Domestic Shorthair Mix,Black
A687142,Transfer,Partner,Cat,Spayed Female,5 years,Domestic Shorthair Mix,Black
A699283,Adoption,,Dog,Neutered Male,4 years,Chihuahua Shorthair Mix,White/Red
A684076,Adoption,,Dog,Neutered Male,7 years,German Shepherd,Black/Tan
A686850,Adoption,,Cat,Neutered Male,5 months,Domestic Shorthair Mix,Cream Tabby
A691328,Transfer,Partner,Dog,Intact Male,3 months,Norfolk Terrier/Dachshund Wirehair,Buff/White
A712687,Adoption,,Dog,Neutered Male,3 months,Dachshund Mix,Tricolor
A485940,Adoption,,Dog,Spayed Female,11 years,Labrador Retriever Mix,Red/White
A617090,Return_to_owner,,Dog,Neutered Male,7 years,Chihuahua Shorthair Mix,Black/Brown
A683851,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Torbie/White
A718504,Transfer,Partner,Dog,Intact Female,8 months,Labrador Retriever Mix,White/Brown
A628319,Euthanasia,Suffering,Dog,Spayed Female,9 years,Pit Bull Mix,Brown/White
A699771,Transfer,Partner,Dog,Intact Male,1 month,Shih Tzu Mix,Cream/Black
A706183,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black
A682977,Return_to_owner,,Dog,Spayed Female,2 years,German Shepherd/Labrador Retriever,Tan/Black
A695669,Transfer,Partner,Dog,Neutered Male,2 years,American Pit Bull Terrier Mix,Yellow Brindle/White
A703412,Return_to_owner,,Dog,Spayed Female,3 years,German Wirehaired Pointer Mix,Black/White
A702536,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black/White
A709822,Transfer,SCRP,Cat,Intact Male,3 months,Domestic Shorthair Mix,White/Brown Tabby
A655860,Return_to_owner,,Dog,Neutered Male,10 years,Great Pyrenees Mix,White/Cream
A678920,Euthanasia,Aggressive,Dog,Intact Male,6 years,Chihuahua Shorthair/Miniature Pinscher,Black
A683822,Transfer,Partner,Dog,Intact Male,6 days,Chihuahua Longhair Mix,Tricolor
A667898,Adoption,,Dog,Spayed Female,1 year,Chihuahua Shorthair,Tan
A717489,Return_to_owner,,Dog,Neutered Male,2 years,German Shepherd Mix,Black/Tan
